sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
3546934,48,8,0,56,112,182,11,67,127,193,31,No,14,0.13,0.46,0,No,No,No,Yes,No,No
3107056,4,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
2132765,493,8,44,984,1689,2535,332,914,1617,2398,354,No,6,0.26,0.34,0,No,No,No,Yes,No,No
3574922,78,3,0,0,0,0,0,0,0,0,0,No,0,0.67,0.7,0,No,No,No,Yes,No,No
3102650,92,0,0,0,54,54,10,37,74,101,25,No,0,0,0,0,No,No,No,No,No,No
3245557,14,8,0,0,0,0,1,3,8,9,0,No,0,0.98,0.98,0,Yes,No,No,Yes,No,No
3972014,137,8,0,0,0,0,0,0,5,7,0,No,0,0.99,0.94,0,No,No,No,Yes,No,No
3703170,373,52,0,0,0,0,12,30,62,107,28,No,0,0.78,0.66,0,Yes,No,No,Yes,No,No
3210396,3,12,0,0,0,0,0,0,1,2,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3283449,454,3,36,588,1344,2142,199,647,1431,2179,304,No,0,0.99,0.99,0,No,No,No,Yes,No,No
4892446,2,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.67,0,No,No,No,Yes,No,No
4852056,131,2,48,0,0,0,3,5,56,57,0,No,0,0.88,0.64,0,Yes,No,No,Yes,No,No
3969170,200,8,0,0,0,0,50,100,202,277,0,No,0,0.59,0.7,0,Yes,No,No,Yes,No,No
3418512,61,8,0,0,0,0,0,0,2,2,0,No,0,0.99,0.99,0,No,No,Yes,Yes,No,No
3228182,16,8,0,0,0,155,1,5,9,12,0,No,0,0.72,0.63,0,No,No,Yes,Yes,No,No
4854989,18,2,0,0,0,0,20,20,20,20,3,No,0,0.9,0.94,0,Yes,No,No,Yes,No,No
4850719,13,8,0,1,1,1,0,5,6,10,1,No,0,1,0.96,0,No,No,No,Yes,No,No
3087148,1,8,0,0,0,0,6,13,24,34,1,No,0,0.89,0.87,0,Yes,No,No,Yes,No,No
3682220,0,8,0,7,7,7,0,0,0,0,0,No,0,0.08,0.09,0,No,No,No,Yes,No,No
3216709,100,4,0,0,0,0,0,0,33,43,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3442194,22,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.97,0,No,No,No,Yes,No,No
3407845,27,12,0,0,0,0,0,0,0,0,1,No,0,0.73,0.7,0,No,No,Yes,Yes,No,No
3533199,4,2,0,1,1,1,0,0,0,0,0,No,0,0.96,0.96,0,Yes,No,No,Yes,No,No
3116794,10,12,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
3275979,2,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.84,0,No,No,No,Yes,No,No
3171472,8,4,0,0,0,0,0,1,3,4,0,No,0,0.73,0.78,0,Yes,No,No,Yes,No,No
2838579,182,3,18,270,660,1110,124,355,830,1292,83,No,0,0.99,0.99,0,No,No,No,Yes,No,No
2859197,34,8,0,60,100,120,9,30,65,132,37,No,0,0.99,0.98,0,No,No,No,Yes,No,No
4824031,7,9,0,0,0,0,0,0,0,0,0,No,0,0.9,0.89,0,No,No,No,Yes,No,No
3345380,0,9,14,0,0,0,0,2,5,11,2,No,0,0.58,0.45,0,No,No,No,Yes,No,No
3156424,4990,2,0,0,0,0,0,0,0,0,1,No,0,0.68,0.75,0,No,No,No,Yes,No,No
3435943,27,12,0,0,0,0,0,0,2,4,0,No,0,0.07,0.19,0,No,No,No,Yes,No,No
3072182,7,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.87,0,No,No,No,Yes,No,No
3380600,1339,8,209,3342,5952,8616,786,2528,5431,8073,1032,No,0,0.52,0.51,0,No,No,No,Yes,No,No
2976859,28,2,0,0,0,0,1,3,6,10,0,No,0,0.83,0.85,0,No,No,No,Yes,No,No
3470611,4,2,0,0,0,0,0,0,0,0,0,No,0,0.79,0.85,0,No,No,No,Yes,No,No
3015738,12,12,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
3925134,4,0,0,0,0,0,0,0,1,1,1,No,0,0,0,0,No,No,No,No,No,No
3037890,157,8,13,72,168,288,33,93,191,321,47,No,0,0.99,0.98,0,No,No,No,Yes,No,No
2895601,8,12,14,11,11,22,0,6,13,19,0,No,0,0.65,0.75,0,No,No,No,Yes,No,No
3206821,0,4,0,2,2,2,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3860977,2,8,0,0,0,0,0,0,0,0,0,No,0,0.83,0.84,0,Yes,No,No,Yes,No,No
3024023,5,4,0,0,2,3,0,1,1,2,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
4941515,19,12,0,0,0,0,1,2,2,3,0,No,0,0.81,0.74,0,No,No,No,Yes,No,No
2251230,51,4,0,0,0,0,0,0,0,0,1,No,0,0.94,0.92,0,Yes,No,No,Yes,No,No
3165357,3,8,0,0,0,0,1,1,2,3,0,No,0,0.82,0.84,0,No,No,No,Yes,No,No
3697589,31,4,34,143,325,507,170,452,626,741,18,No,65,0.83,0.84,11,No,No,No,Yes,No,No
2261521,7,12,0,12,12,12,1,3,11,15,0,No,0,0.7,0.77,0,No,No,No,Yes,No,No
4934544,16,8,15,100,100,100,0,0,0,0,2,No,0,0.69,0.83,0,Yes,No,No,Yes,No,No
3507323,170,8,0,0,0,0,3,5,7,10,0,No,0,1,0.87,0,No,No,Yes,Yes,No,No
2989043,31,2,0,0,0,0,0,1,1,1,2,No,0,0.94,0.92,0,Yes,No,No,Yes,No,No
3522880,14,8,3,3,12,30,1,8,26,39,0,No,0,0.75,0.54,0,No,No,No,Yes,No,No
3185556,0,2,0,6,10,10,0,0,0,0,0,No,0,0.84,0.87,0,Yes,No,No,Yes,No,No
3556767,23,8,0,0,100,100,0,8,16,20,3,No,0,1,1,0,No,No,No,Yes,No,No
3640609,3,8,0,2,6,10,1,2,5,7,2,No,0,0.91,0.91,0,No,No,No,Yes,No,No
2979461,257,12,118,940,1270,1690,298,614,783,1157,229,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3701733,8,8,0,0,0,0,0,0,0,0,1,No,0,0.39,0.65,0,No,No,Yes,Yes,No,No
4825438,0,2,0,2,2,2,0,0,0,0,1,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3582583,1,9,0,0,0,0,0,0,0,0,1,No,0,0.68,0.67,0,No,No,Yes,Yes,No,No
2094152,2,9,0,0,0,0,0,0,0,0,1,No,0,1,0.99,0,No,No,No,Yes,No,No
2878382,176,8,0,0,0,0,0,0,0,0,0,No,0,0.91,0.95,0,No,No,No,Yes,No,No
4883401,8,8,0,30,30,30,3,8,12,19,0,No,0,0.92,0.96,0,No,No,No,Yes,No,No
3783187,2,9,0,0,0,0,0,0,0,0,1,No,0,0.7,0.67,0,No,No,No,Yes,No,No
2210689,6,9,0,0,1,2,0,1,3,4,0,No,0,0.85,0.82,0,No,No,No,Yes,No,No
3516966,356,8,0,0,0,0,1,6,8,13,0,No,0,0.5,0.52,0,No,No,No,Yes,No,No
3770736,2,8,0,0,1,2,0,1,1,2,0,No,0,0.8,0.79,0,No,No,No,Yes,No,No
3645033,27,8,0,0,0,0,0,0,0,1,8,No,0,1,1,0,No,No,No,Yes,No,No
2189860,4,12,0,1,1,1,0,0,0,0,0,No,0,0.57,0.7,0,No,No,No,Yes,No,No
4765735,10,8,0,0,0,0,0,0,0,0,1,No,0,0.86,0.93,0,No,No,No,Yes,No,No
3217316,38,2,0,0,0,0,0,0,0,0,1,No,0,0.63,0.55,0,Yes,No,No,Yes,No,No
3210996,9,8,0,0,0,0,1,1,1,7,5,No,0,0.35,0.52,0,No,No,No,Yes,No,No
3786419,9,12,0,0,0,0,0,0,0,0,1,No,0,0.46,0.48,0,Yes,No,No,Yes,No,No
3684812,5,2,0,0,0,0,0,0,0,0,0,No,0,0.75,0.76,0,No,No,No,Yes,No,No
4864545,809,4,0,0,0,0,0,0,0,0,0,No,0,0.71,0.8,0,No,No,No,Yes,No,No
3483194,13,12,0,0,0,0,0,1,2,5,0,No,0,0.77,0.73,0,No,No,No,Yes,No,No
3734123,19,2,0,0,0,0,0,0,1,1,2,No,0,0.87,0.82,0,No,No,Yes,Yes,No,No
3810797,1,4,0,6,6,6,0,0,0,0,1,No,0,0.26,0.18,0,Yes,No,No,Yes,No,No
3914411,3008,8,0,0,0,0,0,2,4,607,1,No,0,0.51,0.51,0,No,No,Yes,Yes,No,No
2931858,326,8,0,0,0,0,1,3,8,13,2,No,0,0.91,0.95,0,No,No,No,Yes,No,No
3674288,3,2,0,0,0,1,0,0,1,2,3,No,0,0.98,0.98,0,No,No,No,Yes,No,No
3098740,4,8,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,No,No,Yes,No,No
4002587,20,12,0,0,0,0,0,0,0,0,1,No,0,0.46,0.48,0,Yes,No,No,Yes,No,No
3773175,8,2,0,0,0,0,0,0,0,0,0,No,0,0.26,0.32,0,Yes,No,Yes,Yes,No,No
2083386,22,2,0,0,0,0,1,2,10,10,0,No,0,0.93,0.9,0,No,No,No,Yes,No,No
2919819,2004,2,845,2816,5632,8800,804,2641,5089,7462,730,No,0,0.99,0.98,0,No,No,No,Yes,No,No
4893620,3,2,0,36,72,108,5,7,7,7,4,No,0,0.4,0.51,0,No,No,Yes,Yes,No,No
4920940,3,9,0,0,0,0,0,0,0,0,1,No,0,0.67,0.53,0,No,No,No,Yes,No,No
2155503,73,8,13,230,326,454,27,159,293,404,64,No,0,0.79,0.67,0,No,No,No,Yes,No,No
3930997,18,9,0,0,0,0,0,0,0,1,0,No,0,0.93,0.85,0,Yes,No,No,Yes,No,No
3274386,57,14,1,22,40,58,8,26,59,81,6,No,0,0.89,0.9,0,No,No,No,Yes,No,No
4852020,2,8,0,0,0,0,0,0,0,1,0,No,0,0.79,0.66,0,No,No,No,Yes,No,No
3696349,0,2,0,45,65,75,0,0,0,0,4,No,0,0.98,0.99,0,No,No,Yes,Yes,No,No
2141986,21,2,0,0,0,25,0,1,8,14,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
2964611,5,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.94,0,Yes,No,No,Yes,No,No
3613757,3,8,0,0,0,0,0,1,2,6,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
3934192,82,2,0,0,0,0,0,2,11,16,3,No,0,0.99,0.98,0,No,No,Yes,Yes,No,No
2284587,10,8,0,0,0,0,0,0,1,1,0,No,0,0.34,0.53,0,Yes,No,No,Yes,No,No
3616980,2,2,0,0,0,0,0,0,0,0,0,No,0,0.88,0.91,0,No,No,No,Yes,No,No
2203497,65,8,0,0,0,0,4,10,34,59,6,No,0,0.94,0.69,0,No,No,No,Yes,No,No
3550380,7,12,0,0,0,0,0,0,0,0,0,No,0,0.79,0.73,0,Yes,No,No,Yes,No,No
3622532,7,8,0,0,0,0,0,0,0,0,1,No,0,0.28,0.33,0,No,No,No,Yes,No,No
3138754,78,8,2,35,80,110,13,36,121,173,96,No,0,0.16,0.1,0,No,No,Yes,Yes,No,No
3246800,30,2,0,0,0,0,0,3,4,7,1,No,0,0.54,0.61,0,No,No,No,Yes,No,No
3779654,53,8,0,0,15,25,7,15,43,76,11,No,0,0.97,0.95,0,No,No,No,Yes,No,No
3018851,12,8,0,0,0,0,0,0,0,0,0,No,0,0.87,0.88,0,No,No,No,Yes,No,No
3588896,88,8,0,0,0,0,0,1,10,13,3,No,0,0.81,0.8,0,No,No,No,Yes,No,No
3946220,52,16,0,0,0,0,1,1,1,1,0,No,0,0.69,0.66,0,No,No,No,Yes,No,No
4965796,37,8,1,8,14,26,2,12,33,49,15,No,0,1,0.95,0,No,No,No,Yes,No,No
3591150,51,8,0,0,0,0,0,3,3,6,0,No,0,0.84,0.85,0,No,No,No,Yes,No,No
2906768,7,2,0,0,3,7,3,3,8,12,1,No,0,1,0.97,0,No,No,No,Yes,No,No
3681147,3,12,0,0,0,0,0,0,0,0,0,No,0,0.55,0.7,0,No,No,No,Yes,No,No
3474698,265,9,0,0,0,0,3,6,28,44,0,No,0,0.85,0.82,0,No,No,No,Yes,No,No
2813827,71,8,0,44,92,128,10,48,85,152,46,No,0,0.99,0.99,0,No,No,No,Yes,No,No
4913689,7,4,1,0,0,0,0,0,0,0,0,No,0,0.71,0.8,0,Yes,No,No,Yes,No,No
2949312,3,8,0,0,0,0,0,0,0,2,0,No,0,0.66,0.67,0,No,No,No,Yes,No,No
2136673,4,17,0,0,7,11,0,5,11,11,4,No,0,1,1,0,No,No,Yes,Yes,No,No
4902003,49,8,3,49,97,137,10,42,94,144,35,No,1,0.86,0.82,0,No,No,No,Yes,No,No
3138231,169,8,16,0,150,150,45,97,193,297,130,No,0,0.5,0.49,0,No,No,No,Yes,No,No
3749673,15,12,0,15,20,30,6,12,13,25,3,No,0,0.56,0.63,0,No,No,No,Yes,No,No
3623823,12,8,0,0,0,0,0,0,0,0,0,No,0,0.28,0.33,0,No,No,No,Yes,No,No
3562241,0,4,5,2,2,2,0,0,0,0,1,No,0,0.22,0.16,0,Yes,No,No,Yes,No,No
3171682,3,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3018840,2,8,0,12,16,24,1,5,7,13,0,No,0,0.87,0.8,0,No,No,No,Yes,No,No
2284355,32,8,0,0,0,0,0,0,2,2,2,No,0,0.34,0.53,0,No,No,No,Yes,No,No
2809774,8,12,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3166211,60,2,0,0,0,0,1,3,11,20,0,No,0,0.99,0.97,0,No,No,No,Yes,No,No
2940143,20,13,0,0,0,0,0,0,0,20,0,No,0,0.42,0.64,0,Yes,No,No,Yes,No,No
2921767,3,8,0,0,0,0,0,1,1,1,0,No,0,0.82,0.84,0,No,No,No,Yes,No,No
3237881,1,8,5,0,0,0,0,5,5,5,0,No,0,0.65,0.71,0,No,No,No,Yes,No,No
4979806,115,4,0,26,52,78,11,37,91,151,38,No,0,0.71,0.8,0,No,No,No,Yes,No,No
3219975,3948,8,0,0,0,0,4,24,86,166,5,No,0,0.9,0.85,0,No,No,No,Yes,No,No
2133588,9,8,0,6,12,18,4,9,18,27,0,No,0,1,0.99,0,No,No,No,Yes,No,No
3926050,18,8,0,0,0,0,1,2,2,3,2,No,0,0.89,0.9,0,Yes,No,No,Yes,No,No
3675603,16,2,0,0,0,0,0,2,3,3,1,No,0,0.98,0.98,0,No,No,No,Yes,No,No
3385502,6,2,0,30,50,70,4,18,20,33,2,No,0,0.99,0.99,0,Yes,No,No,Yes,No,No
3308695,49,8,0,0,0,0,0,6,7,9,23,No,0,0.87,0.8,0,No,No,No,Yes,No,No
4918822,13,2,0,0,0,0,0,0,0,0,0,No,0,0.28,0.32,0,No,No,No,Yes,No,No
3648775,149,12,0,0,0,0,4,10,17,23,0,No,0,0.84,0.82,0,No,No,No,Yes,No,No
3196610,42,2,0,0,0,0,0,0,1,2,0,No,0,0.59,0.58,0,No,No,No,Yes,No,No
3202369,0,2,0,4,16,16,0,0,0,0,0,No,0,0.98,0.98,0,Yes,No,No,Yes,No,No
3006388,51310,8,0,0,0,0,0,0,33,63,2,No,0,0.06,0.21,0,No,No,No,Yes,No,No
4871815,145,2,19,0,12,36,7,50,291,406,16,No,0,0.69,0.68,0,No,No,No,Yes,No,No
3021989,11,2,0,0,0,0,0,0,1,1,0,No,0,0.98,0.98,0,Yes,No,No,Yes,No,No
3488103,11,2,0,0,0,0,0,0,0,0,1,No,0,0.38,0.18,0,No,No,No,Yes,No,No
3657062,33,4,0,0,0,0,0,0,0,0,0,No,0,0.71,0.79,0,No,No,No,Yes,No,No
3097802,16,12,0,10,20,32,10,10,60,70,0,No,0,0.57,0.68,0,No,No,Yes,Yes,No,No
3436335,14,8,0,0,7,21,3,6,16,25,0,No,0,0.99,0.97,0,No,No,No,Yes,No,No
3739485,111,8,6,24,84,144,31,73,170,259,26,No,0,0.7,0.73,0,No,No,No,Yes,No,No
3046794,60,9,0,0,0,0,0,8,13,14,1,No,0,0.94,0.83,0,No,No,No,Yes,No,No
3919849,2,13,0,0,0,0,0,0,0,0,0,No,0,0.8,0.79,0,No,No,Yes,Yes,No,No
3059169,5,8,0,0,2,7,0,1,2,2,0,No,0,0.82,0.89,0,No,No,No,Yes,No,No
3800082,2,8,0,1,1,1,0,0,4,7,0,No,0,0.8,0.79,0,No,No,No,Yes,No,No
3548416,2,12,0,0,0,0,0,0,0,0,0,No,0,0.55,0.7,0,Yes,No,No,Yes,No,No
4975349,505,2,93,974,1932,2888,272,798,1786,2621,262,No,0,1,0.96,0,No,No,No,Yes,No,No
3807544,5,8,0,0,0,0,1,1,2,2,1,No,0,0.99,0.99,0,No,No,Yes,Yes,No,No
3354052,290,8,0,0,0,0,0,0,0,0,1,No,0,0.91,0.85,0,No,No,Yes,Yes,No,No
2963215,115,16,0,0,0,0,3,7,11,12,2,No,0,0.66,0.64,0,No,No,Yes,Yes,No,No
2927734,5,8,1,4,12,16,5,8,8,8,0,No,0,0.36,0.54,0,No,No,No,Yes,No,No
2928939,329,8,72,784,1182,1580,230,610,1127,1703,169,No,0,0.98,0.91,0,No,No,No,Yes,No,No
2197813,930,2,9756,9740,22540,33140,2284,8407,15513,15845,179,No,1940,1,1,0,No,No,No,Yes,No,No
3263577,177,8,11,216,486,756,63,258,546,801,90,No,0,0.89,0.95,0,No,No,Yes,Yes,No,No
3800694,10,4,10,0,5,10,0,6,9,15,0,No,0,0.71,0.8,0,No,No,No,Yes,No,No
3079866,19,2,0,0,0,0,0,0,0,0,1,No,0,0.76,0.81,0,Yes,No,No,Yes,No,No
2172938,818,8,0,0,0,152,146,526,1041,1706,72,No,0,0.78,0.88,0,No,No,No,Yes,No,No
3927934,12,12,0,0,0,0,0,0,0,0,2,No,0,0.81,0.74,0,No,No,Yes,Yes,No,No
3770338,11,12,0,0,0,0,0,3,4,4,0,No,0,0.63,0.75,0,No,No,No,Yes,No,No
2126373,39,2,0,0,0,0,1,2,6,15,0,No,0,0.92,0.94,0,No,No,No,Yes,No,No
4813805,79,8,36,90,175,265,31,101,166,218,47,No,0,0.9,0.94,0,No,No,No,Yes,No,No
3694042,17,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.97,0,No,No,No,Yes,No,No
3849230,4,4,0,0,0,0,0,0,0,0,0,No,0,0.71,0.8,0,No,No,No,Yes,No,No
3945961,3,2,0,0,0,0,1,2,2,2,0,No,0,0.8,0.79,0,Yes,No,No,Yes,No,No
3493324,5,10,0,0,0,0,0,0,1,1,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
3360049,3,8,0,0,1,2,0,1,2,3,0,No,0,0.97,0.97,0,No,No,No,Yes,No,No
2838704,583,8,0,0,0,0,0,1,1,1,2,No,0,0.41,0.46,0,No,No,No,Yes,No,No
3024006,28,2,0,0,0,0,0,3,7,13,1,No,0,0.99,0.99,0,No,No,No,Yes,No,No
2872241,2,2,0,0,1,2,0,1,2,3,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
4882408,2,2,0,56,84,140,3,13,32,41,0,No,0,0.97,0.96,0,No,No,No,Yes,No,No
3678331,26,2,0,0,0,0,0,0,0,2,0,No,0,1,0.99,0,Yes,No,No,Yes,No,No
3761968,9,12,0,0,0,0,0,0,0,0,1,No,0,0.48,0.5,0,Yes,No,No,Yes,No,No
3415731,198,8,4,139,319,536,24,146,374,603,45,No,0,0.65,0.71,0,No,No,Yes,Yes,No,No
2859258,5,8,0,0,0,0,0,0,0,0,0,No,0,0.4,0.42,0,No,No,No,Yes,No,No
3491806,1,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
3270918,0,8,0,0,0,0,0,4,5,5,2,No,0,0.94,0.95,0,Yes,No,No,Yes,No,No
3865098,8,4,2,6,8,8,1,1,7,11,0,No,0,0.71,0.8,0,No,No,No,Yes,No,No
3791051,5,2,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,Yes,No,No,Yes,No,No
3328647,11,10,0,0,0,0,0,0,0,0,1,No,0,0.77,0.84,0,Yes,No,No,Yes,No,No
4924466,1670,8,4,0,0,0,19,83,163,290,50,No,0,0.98,0.96,0,No,No,No,Yes,No,No
2132862,3,12,0,0,0,0,0,0,0,0,0,No,0,0.96,0.97,0,No,No,No,Yes,No,No
3011997,25000,52,0,0,0,0,0,0,0,0,0,No,0,0.68,0.75,0,Yes,No,No,No,No,No
4845648,8,8,0,11,35,35,3,15,40,61,0,No,0,0.84,0.9,0,No,No,No,Yes,No,No
3116253,9,8,28,62,125,197,22,74,176,241,26,No,0,0.5,0.46,0,No,No,No,Yes,No,No
2116252,7947,2,204,4200,19200,27000,558,3839,19228,27857,926,No,0,0.25,0.26,0,No,No,No,Yes,No,No
2993076,7,8,0,48,48,48,3,8,15,25,1,No,0,0.98,0.99,0,No,No,No,Yes,No,No
3808515,109,8,2,50,50,50,14,47,99,153,29,No,0,0.86,0.88,0,No,No,No,Yes,No,No
3481106,58,8,0,0,100,100,7,25,82,110,7,No,0,1,0.5,0,No,No,No,Yes,No,No
3421158,131,52,0,0,0,0,2,8,12,19,3,No,0,0.07,0.2,0,Yes,No,No,Yes,No,No
4800919,0,8,0,3,3,3,0,0,0,0,1,No,0,0.32,0.35,0,No,No,Yes,Yes,No,No
3231754,0,8,0,17,31,43,0,0,0,0,0,No,0,0.15,0.1,0,No,No,No,Yes,No,No
3957345,28,8,0,0,0,0,0,0,0,0,1,No,0,0.5,0.33,0,No,No,Yes,Yes,No,No
3708696,554,2,3,510,1140,1860,124,419,851,1213,88,No,0,0.99,0.99,0,No,No,No,Yes,No,No
4834351,2858,8,0,0,0,0,47,231,1040,1152,201,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3597329,77,8,8,81,147,235,27,75,141,217,24,No,0,0.93,0.96,0,No,No,No,Yes,No,No
3710420,10,8,0,0,0,0,0,0,0,0,1,No,0,0.98,0.98,0,No,No,No,Yes,No,No
3405900,87,2,0,0,0,0,3,3,5,5,0,No,0,1,0.99,0,No,No,No,Yes,No,No
3376967,2,8,0,0,0,0,0,0,0,0,0,No,0,0.37,0.34,0,No,No,No,Yes,No,No
2239825,19,8,0,0,0,0,0,0,0,0,1,No,0,0.93,0.96,0,No,No,No,Yes,No,No
2090720,6,2,0,0,0,0,0,0,0,0,0,No,0,0,0,0,Yes,No,Yes,Yes,No,No
4904016,265,8,85,147,327,435,54,162,341,525,54,No,0,0.99,0.97,0,No,No,No,Yes,No,No
3746078,1693,2,530,6585,12185,17505,2377,6369,12103,19899,843,No,705,0.69,0.72,0,No,Yes,No,Yes,No,No
2266985,788,12,0,0,0,0,0,0,0,0,2,No,0,0.77,0.73,0,No,No,No,Yes,No,No
3588088,2,12,0,0,0,0,0,0,0,0,0,No,0,0.56,0.63,0,No,No,No,Yes,No,No
3246999,57,8,0,0,40,80,13,33,85,140,2,No,0,0.62,0.58,0,No,No,No,Yes,No,No
2173271,0,12,0,0,0,0,0,0,0,0,0,No,0,0.92,0.89,0,No,No,No,Yes,No,No
3651063,0,2,3,1,3,3,0,0,0,0,0,No,0,0.81,0.8,0,No,No,No,Yes,No,No
3848997,9,8,0,8,16,24,2,7,9,16,2,No,0,0.6,0.82,0,No,No,No,Yes,No,No
3303007,15,4,17,49,77,98,59,82,101,117,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3777785,3,8,0,0,0,0,0,0,0,0,1,No,0,0.07,0.08,0,No,No,No,Yes,No,No
3764050,53,8,0,0,0,0,9,20,26,45,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
4886796,5,2,0,0,0,0,0,0,0,0,0,No,0,0.69,0.66,0,No,No,No,Yes,No,No
2993766,2,9,2,8,18,26,1,6,16,25,5,No,0,0.58,0.45,0,No,No,No,Yes,No,No
2838883,-4,2,0,10,20,40,0,15,29,47,0,No,0,0.97,0.98,0,No,No,No,Yes,No,No
3510335,13,8,12,12,24,24,5,13,27,42,3,No,0,0.93,0.87,0,No,No,No,Yes,No,No
3104579,26,8,0,0,0,0,3,9,18,39,0,No,0,0.79,0.66,0,No,No,No,Yes,No,No
3894899,12,0,0,0,0,0,0,0,2,2,3,No,0,0,0,0,No,No,No,No,No,No
2268362,414,4,245,345,735,1035,105,356,729,1071,69,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3786453,2,4,0,0,0,0,0,0,0,0,0,No,0,0.71,0.8,0,No,No,No,Yes,No,No
3461693,53,8,0,25,67,95,7,33,79,114,19,No,0,0.77,0.71,0,No,No,No,Yes,No,No
2244971,526,8,11,225,345,465,69,253,468,723,998,No,0,0.83,0.86,0,No,No,No,Yes,No,No
3196292,294,8,3,1000,1000,1000,45,115,238,413,54,No,0,0.92,0.89,0,No,No,No,Yes,No,No
2216086,28,8,0,0,0,0,0,0,1,1,0,No,0,1,0.97,0,No,No,No,Yes,No,No
4947439,37,2,0,0,0,0,4,10,13,19,0,No,0,1,0.99,0,No,No,No,Yes,No,No
3497029,305,4,0,0,0,0,0,0,0,0,0,No,0,0.95,0.77,0,Yes,No,Yes,Yes,No,No
3269418,4,2,0,0,4,9,0,4,8,11,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
4856469,3,4,0,5,5,5,0,1,1,1,0,No,0,0.7,0.67,0,Yes,No,No,Yes,No,No
2263198,195,8,66,114,266,456,78,244,414,597,90,No,0,0.88,0.93,0,No,No,No,Yes,No,No
4008446,2,9,0,0,0,0,0,0,0,0,1,No,0,0.99,0.99,0,No,No,No,Yes,No,No
3240661,115,8,0,0,0,0,4,11,15,26,3,No,0,0.87,0.8,0,No,No,No,Yes,No,No
2083847,3,2,0,1,1,1,0,0,0,0,0,No,0,0.85,0.59,0,No,No,No,Yes,No,No
3617544,11,8,0,0,4,12,1,8,18,29,6,No,0,1,1,0,No,No,No,Yes,No,No
3860891,99,12,0,0,0,0,0,0,0,0,0,No,0,0.88,0.86,0,No,No,No,Yes,No,No
3783977,158,8,57,320,520,800,87,249,493,714,95,No,0,0.78,0.8,0,No,No,No,Yes,No,No
2954105,200,12,20,326,820,1158,61,166,768,1098,56,No,0,0.97,0.98,0,No,No,No,Yes,No,No
3127460,1,9,0,0,0,0,0,0,0,0,0,No,0,0.87,0.82,0,Yes,No,No,Yes,No,No
4806122,9,2,0,0,0,0,0,0,0,0,0,No,0,0.8,0.77,0,Yes,No,Yes,Yes,No,No
2263239,7,9,0,0,0,0,0,0,0,0,0,No,0,0.94,0.79,0,No,No,No,Yes,No,No
3913357,108,8,3,23,69,115,13,57,127,217,45,No,0,0.98,0.96,0,No,No,No,Yes,No,No
2901224,15,9,0,0,0,0,0,0,5,6,0,No,0,0.85,0.82,0,No,No,No,Yes,No,No
2832917,12,9,0,0,0,0,0,0,1,1,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
2962132,14,8,0,0,0,0,0,0,0,0,0,No,0,0.83,0.91,0,No,No,No,Yes,No,No
2858755,1710,4,0,0,0,0,0,0,6,7,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3739038,5,2,0,0,0,0,0,0,0,0,0,No,0,0.85,0.86,0,Yes,No,No,Yes,No,No
2216858,1000,2,0,0,0,0,0,0,0,0,0,No,0,0.68,0.77,0,No,No,No,Yes,No,No
3878693,28,8,0,0,0,0,0,0,0,0,0,No,0,0.96,0.95,0,No,No,No,Yes,No,No
